month,customer_id,plan_type,seat_count,base_mrr_usd,discount_pct,mrr_usd,arr_usd,contract_type,renewal_month,subscription_status
2025-11-01,CUST-0058,Enterprise,221,2499.0,0.0,6250.0,75000.0,Monthly,2026-11-01,Active
2025-12-01,CUST-0058,Enterprise,242,2499.0,0.0,6918.25,83019.03,Monthly,2026-11-01,Active
2026-01-01,CUST-0058,Enterprise,233,2499.0,0.0,6655.11,79861.32,Monthly,2027-11-01,Active
2026-02-01,CUST-0058,Enterprise,259,2499.0,0.0,7483.71,89804.52,Monthly,2027-11-01,Active
2026-03-01,CUST-0058,Enterprise,267,2499.0,0.0,7752.76,93033.12,Monthly,2027-11-01,Active
2026-04-01,CUST-0058,Enterprise,263,2499.0,0.0,7646.4,91756.8,Monthly,2027-11-01,Active
2026-05-01,CUST-0058,Enterprise,241,2499.0,0.0,6973.05,83676.6,Monthly,2027-11-01,Active
2026-06-01,CUST-0058,Enterprise,244,2499.0,0.0,7084.85,85018.23,Monthly,2027-11-01,Active
2025-11-01,CUST-0059,Professional,56,599.0,0.1,1152.9,13834.8,Annual,2026-11-01,Active
2025-12-01,CUST-0059,Professional,61,599.0,0.1,1255.03,15060.36,Annual,2026-11-01,Active
2026-01-01,CUST-0059,Professional,67,599.0,0.1,1377.55,16530.64,Annual,2027-11-01,Active
2026-02-01,CUST-0059,Professional,64,599.0,0.1,1321.13,15853.62,Annual,2027-11-01,Active
2026-03-01,CUST-0059,Professional,65,599.0,0.1,1344.41,16132.93,Annual,2027-11-01,Active
2026-04-01,CUST-0059,Professional,65,599.0,0.1,1347.74,16172.86,Annual,2027-11-01,Active
2026-05-01,CUST-0059,Professional,65,599.0,0.1,1351.07,16212.8,Annual,2027-11-01,Active
2026-06-01,CUST-0059,Professional,72,599.0,0.1,1495.42,17945.04,Annual,2027-11-01,Active
2025-01-01,CUST-0060,Starter,13,149.0,0.0,266.87,3202.47,Monthly,2026-04-01,Active
2025-02-01,CUST-0060,Starter,14,149.0,0.0,281.88,3382.5,Monthly,2026-04-01,Active
2025-03-01,CUST-0060,Starter,14,149.0,0.0,282.56,3390.75,Monthly,2026-04-01,Active
2025-04-01,CUST-0060,Starter,13,149.0,0.0,268.83,3225.96,Monthly,2026-04-01,Active
2025-05-01,CUST-0060,Starter,13,149.0,0.0,269.48,3233.79,Monthly,2026-04-01,Active
2025-06-01,CUST-0060,Starter,14,149.0,0.0,284.62,3415.5,Monthly,2026-04-01,Active
2025-07-01,CUST-0060,Starter,14,149.0,0.0,285.31,3423.75,Monthly,2026-04-01,Active
2025-08-01,CUST-0060,Starter,13,149.0,0.0,271.44,3257.28,Monthly,2026-04-01,Active
2025-09-01,CUST-0060,Starter,14,149.0,0.0,286.69,3440.25,Monthly,2026-04-01,Active
2025-10-01,CUST-0060,Starter,13,149.0,0.0,272.75,3272.94,Monthly,2026-04-01,Active
2025-11-01,CUST-0060,Starter,13,149.0,0.0,273.4,3280.77,Monthly,2026-04-01,Active
2025-12-01,CUST-0060,Starter,14,149.0,0.0,288.75,3465.0,Monthly,2026-04-01,Active
2026-01-01,CUST-0060,Starter,14,149.0,0.0,289.44,3473.25,Monthly,2027-04-01,Active
2026-02-01,CUST-0060,Starter,14,149.0,0.0,290.12,3481.5,Monthly,2027-04-01,Active
2026-03-01,CUST-0060,Starter,15,149.0,0.0,305.62,3667.41,Monthly,2027-04-01,Active
2026-04-01,CUST-0060,Starter,15,149.0,0.0,306.34,3676.08,Monthly,2027-04-01,Active
2026-05-01,CUST-0060,Starter,15,149.0,0.0,307.06,3684.75,Monthly,2027-04-01,Active
2026-06-01,CUST-0060,Starter,15,149.0,0.0,307.78,3693.42,Monthly,2027-04-01,Active
2025-01-01,CUST-0061,Starter,11,149.0,0.0,237.66,2851.92,Monthly,2026-05-01,Active
2025-02-01,CUST-0061,Starter,11,149.0,0.0,238.24,2858.91,Monthly,2026-05-01,Active
2025-03-01,CUST-0061,Starter,12,149.0,0.0,253.17,3038.1,Monthly,2026-05-01,Active
2025-04-01,CUST-0061,Starter,11,149.0,0.0,239.41,2872.89,Monthly,2026-05-01,Active
2025-05-01,CUST-0061,Starter,11,149.0,0.0,239.99,2879.88,Monthly,2026-05-01,Active
2025-06-01,CUST-0061,Starter,11,149.0,0.0,240.57,2886.87,Monthly,2026-05-01,Active
2025-07-01,CUST-0061,Starter,12,149.0,0.0,255.64,3067.74,Monthly,2026-05-01,Active
2025-08-01,CUST-0061,Starter,11,149.0,0.0,241.74,2900.85,Monthly,2026-05-01,Active
2025-09-01,CUST-0061,Starter,12,149.0,0.0,256.88,3082.56,Monthly,2026-05-01,Active
2025-10-01,CUST-0061,Starter,11,149.0,0.0,242.9,2914.83,Monthly,2026-05-01,Active
2025-01-01,CUST-0062,Professional,25,599.0,0.1,545.84,6550.07,Annual,2026-08-01,Active
2025-02-01,CUST-0062,Professional,25,599.0,0.1,547.19,6566.24,Annual,2026-08-01,Active
2025-03-01,CUST-0062,Professional,25,599.0,0.1,548.53,6582.41,Annual,2026-08-01,Active
2025-04-01,CUST-0062,Professional,25,599.0,0.1,549.88,6598.58,Annual,2026-08-01,Active
2025-05-01,CUST-0062,Professional,25,599.0,0.1,551.23,6614.76,Annual,2026-08-01,Active
2025-06-01,CUST-0062,Professional,25,599.0,0.1,552.58,6630.93,Annual,2026-08-01,Active
2025-07-01,CUST-0062,Professional,25,599.0,0.1,553.93,6647.1,Annual,2026-08-01,Active
2025-08-01,CUST-0062,Professional,25,599.0,0.1,555.27,6663.28,Annual,2026-08-01,Active
2025-09-01,CUST-0062,Professional,25,599.0,0.1,556.62,6679.45,Annual,2026-08-01,Active
2025-10-01,CUST-0062,Professional,25,599.0,0.1,557.97,6695.62,Annual,2026-08-01,Active
2025-11-01,CUST-0062,Professional,25,599.0,0.1,559.32,6711.8,Annual,2026-08-01,Active
2025-12-01,CUST-0062,Professional,25,599.0,0.1,560.66,6727.97,Annual,2026-08-01,Active
2026-01-01,CUST-0062,Professional,25,599.0,0.1,562.01,6744.14,Annual,2027-08-01,Active
2026-02-01,CUST-0062,Professional,25,599.0,0.1,563.36,6760.31,Annual,2027-08-01,Active
2026-03-01,CUST-0062,Professional,25,599.0,0.1,564.71,6776.49,Annual,2027-08-01,Active
2026-04-01,CUST-0062,Professional,25,599.0,0.1,566.06,6792.66,Annual,2027-08-01,Active
2026-05-01,CUST-0062,Professional,25,599.0,0.1,567.4,6808.83,Annual,2027-08-01,Active
2026-06-01,CUST-0062,Professional,25,599.0,0.1,568.75,6825.01,Annual,2027-08-01,Active
2025-01-01,CUST-0063,Enterprise,369,2499.0,0.25,8250.43,99005.13,Annual,2026-07-01,Active
2025-02-01,CUST-0063,Enterprise,356,2499.0,0.25,7963.21,95558.51,Annual,2026-07-01,Active
2025-03-01,CUST-0063,Enterprise,345,2499.0,0.25,7721.91,92662.92,Annual,2026-07-01,Active
2025-04-01,CUST-0063,Enterprise,374,2499.0,0.25,8430.26,101163.08,Annual,2026-07-01,Active
2025-05-01,CUST-0063,Enterprise,361,2499.0,0.25,8141.06,97692.75,Annual,2026-07-01,Active
2025-06-01,CUST-0063,Enterprise,398,2499.0,0.25,9044.83,108537.91,Annual,2026-07-01,Active
2025-07-01,CUST-0063,Enterprise,378,2499.0,0.25,8587.88,103054.59,Annual,2026-07-01,Active
2025-08-01,CUST-0063,Enterprise,424,2499.0,0.25,9712.99,116555.83,Annual,2026-07-01,Active
2025-09-01,CUST-0063,Enterprise,392,2499.0,0.25,8966.46,107597.56,Annual,2026-07-01,Active
2025-10-01,CUST-0063,Enterprise,403,2499.0,0.25,9253.46,111041.55,Annual,2026-07-01,Active
2025-11-01,CUST-0063,Enterprise,401,2499.0,0.25,9227.4,110728.8,Annual,2026-07-01,Active
2025-12-01,CUST-0063,Enterprise,435,2499.0,0.25,10073.68,120884.13,Annual,2026-07-01,Active
2026-01-01,CUST-0063,Enterprise,442,2499.0,0.25,10267.91,123214.9,Annual,2027-07-01,Active
2025-01-01,CUST-0064,Professional,25,599.0,0.1,540.45,6485.37,Annual,2026-12-01,Active
2025-02-01,CUST-0064,Professional,27,599.0,0.1,581.59,6979.12,Annual,2026-12-01,Active
2025-03-01,CUST-0064,Professional,27,599.0,0.1,583.04,6996.48,Annual,2026-12-01,Active
2025-04-01,CUST-0064,Professional,28,599.0,0.1,604.49,7253.82,Annual,2026-12-01,Active
2025-05-01,CUST-0064,Professional,28,599.0,0.1,605.98,7271.77,Annual,2026-12-01,Active
2025-06-01,CUST-0064,Professional,28,599.0,0.1,607.48,7289.73,Annual,2026-12-01,Active
2025-07-01,CUST-0064,Professional,28,599.0,0.1,608.97,7307.68,Annual,2026-12-01,Active
2025-08-01,CUST-0064,Professional,30,599.0,0.1,650.86,7810.34,Annual,2026-12-01,Active
2025-09-01,CUST-0064,Professional,28,599.0,0.1,611.97,7343.59,Annual,2026-12-01,Active
2025-10-01,CUST-0064,Professional,28,599.0,0.1,613.46,7361.55,Annual,2026-12-01,Active
2025-11-01,CUST-0064,Professional,30,599.0,0.1,655.65,7867.77,Annual,2026-12-01,Active
2025-12-01,CUST-0064,Professional,28,599.0,0.1,616.46,7397.46,Annual,2026-12-01,Active
2026-01-01,CUST-0064,Professional,30,599.0,0.1,658.84,7906.06,Annual,2027-12-01,Active
2026-02-01,CUST-0064,Professional,29,599.0,0.1,639.94,7679.29,Annual,2027-12-01,Active
2026-03-01,CUST-0064,Professional,32,599.0,0.1,703.11,8437.37,Annual,2027-12-01,Active
2026-04-01,CUST-0064,Professional,32,599.0,0.1,704.81,8457.7,Annual,2027-12-01,Active
2026-05-01,CUST-0064,Professional,34,599.0,0.1,747.79,8973.42,Annual,2027-12-01,Active
2026-06-01,CUST-0064,Professional,32,599.0,0.1,708.2,8498.36,Annual,2027-12-01,Active
2025-12-01,CUST-0065,Enterprise,100,2499.0,0.25,1874.25,22491.0,Annual,2026-12-01,Active
2026-01-01,CUST-0065,Enterprise,100,2499.0,0.25,1878.94,22547.23,Annual,2027-12-01,Active
2026-02-01,CUST-0065,Enterprise,100,2499.0,0.25,1883.62,22603.45,Annual,2027-12-01,Active
2026-03-01,CUST-0065,Enterprise,100,2499.0,0.25,1888.31,22659.68,Annual,2027-12-01,Active
2026-04-01,CUST-0065,Enterprise,100,2499.0,0.25,1892.99,22715.91,Annual,2027-12-01,Active
2026-05-01,CUST-0065,Enterprise,100,2499.0,0.25,1897.68,22772.14,Annual,2027-12-01,Active
2026-06-01,CUST-0065,Enterprise,100,2499.0,0.25,1902.36,22828.36,Annual,2027-12-01,Active
2025-02-01,CUST-0066,Professional,25,599.0,0.1,539.1,6469.2,Annual,2026-02-01,Active
2025-03-01,CUST-0066,Professional,25,599.0,0.1,540.45,6485.37,Annual,2026-02-01,Active
2025-04-01,CUST-0066,Professional,25,599.0,0.1,541.8,6501.55,Annual,2026-02-01,Active
2025-05-01,CUST-0066,Professional,25,599.0,0.1,543.14,6517.72,Annual,2026-02-01,Active
2025-06-01,CUST-0066,Professional,25,599.0,0.1,544.49,6533.89,Annual,2026-02-01,Active
2025-07-01,CUST-0066,Professional,25,599.0,0.1,545.84,6550.07,Annual,2026-02-01,Active
2025-08-01,CUST-0066,Professional,25,599.0,0.1,547.19,6566.24,Annual,2026-02-01,Active
2025-09-01,CUST-0066,Professional,25,599.0,0.1,548.53,6582.41,Annual,2026-02-01,Active
2025-10-01,CUST-0066,Professional,25,599.0,0.1,549.88,6598.58,Annual,2026-02-01,Active
2025-11-01,CUST-0066,Professional,25,599.0,0.1,551.23,6614.76,Annual,2026-02-01,Active
2025-12-01,CUST-0066,Professional,25,599.0,0.1,552.58,6630.93,Annual,2026-02-01,Active
2026-01-01,CUST-0066,Professional,25,599.0,0.1,553.93,6647.1,Annual,2027-02-01,Active
2026-02-01,CUST-0066,Professional,25,599.0,0.1,555.27,6663.28,Annual,2027-02-01,Active
2026-03-01,CUST-0066,Professional,25,599.0,0.1,556.62,6679.45,Annual,2027-02-01,Active
2026-04-01,CUST-0066,Professional,25,599.0,0.1,557.97,6695.62,Annual,2027-02-01,Active
2026-05-01,CUST-0066,Professional,25,599.0,0.1,559.32,6711.8,Annual,2027-02-01,Active
2026-06-01,CUST-0066,Professional,25,599.0,0.1,560.66,6727.97,Annual,2027-02-01,Active
2025-06-01,CUST-0067,Starter,15,149.0,0.1,260.1,3121.2,Annual,2026-06-01,Active
2025-07-01,CUST-0067,Starter,15,149.0,0.1,260.75,3129.0,Annual,2026-06-01,Active
2025-08-01,CUST-0067,Starter,15,149.0,0.1,261.4,3136.81,Annual,2026-06-01,Active
2025-09-01,CUST-0067,Starter,15,149.0,0.1,262.05,3144.61,Annual,2026-06-01,Active
2025-10-01,CUST-0067,Starter,16,149.0,0.1,275.43,3305.12,Annual,2026-06-01,Active
2025-11-01,CUST-0067,Starter,15,149.0,0.1,263.35,3160.22,Annual,2026-06-01,Active
2025-12-01,CUST-0067,Starter,16,149.0,0.1,276.79,3321.49,Annual,2026-06-01,Active
2026-01-01,CUST-0067,Starter,17,149.0,0.1,290.29,3483.51,Annual,2027-06-01,Active
2026-02-01,CUST-0067,Starter,17,149.0,0.1,291.01,3492.07,Annual,2027-06-01,Active
2026-03-01,CUST-0067,Starter,17,149.0,0.1,291.72,3500.63,Annual,2027-06-01,Active
2026-04-01,CUST-0067,Starter,16,149.0,0.1,279.52,3354.21,Annual,2027-06-01,Active
2026-05-01,CUST-0067,Starter,17,149.0,0.1,293.15,3517.75,Annual,2027-06-01,Active
2026-06-01,CUST-0067,Starter,17,149.0,0.1,293.86,3526.31,Annual,2027-06-01,Active
2025-11-01,CUST-0068,Starter,8,149.0,0.1,171.9,2062.8,Annual,2026-11-01,Active
2025-12-01,CUST-0068,Starter,9,149.0,0.1,184.96,2219.53,Annual,2026-11-01,Active
2026-01-01,CUST-0068,Starter,9,149.0,0.1,185.42,2225.07,Annual,2027-11-01,Active
2026-02-01,CUST-0068,Starter,9,149.0,0.1,185.88,2230.61,Annual,2027-11-01,Active
2026-03-01,CUST-0068,Starter,10,149.0,0.1,199.07,2388.85,Annual,2027-11-01,Active
2026-04-01,CUST-0068,Starter,9,149.0,0.1,186.81,2241.68,Annual,2027-11-01,Active
2026-05-01,CUST-0068,Starter,9,149.0,0.1,187.27,2247.21,Annual,2027-11-01,Active
2026-06-01,CUST-0068,Starter,10,149.0,0.1,200.55,2406.59,Annual,2027-11-01,Active
2025-09-01,CUST-0069,Enterprise,100,2499.0,0.13,2174.13,26089.56,Annual,2026-09-01,Active
2025-10-01,CUST-0069,Enterprise,100,2499.0,0.13,2179.57,26154.78,Annual,2026-09-01,Active
2025-11-01,CUST-0069,Enterprise,100,2499.0,0.13,2185.0,26220.01,Annual,2026-09-01,Active
2025-12-01,CUST-0069,Enterprise,100,2499.0,0.13,2190.44,26285.23,Annual,2026-09-01,Active
2026-01-01,CUST-0069,Enterprise,100,2499.0,0.13,2195.87,26350.46,Annual,2027-09-01,Active
2026-02-01,CUST-0069,Enterprise,100,2499.0,0.13,2201.31,26415.68,Annual,2027-09-01,Active
2026-03-01,CUST-0069,Enterprise,100,2499.0,0.13,2206.74,26480.9,Annual,2027-09-01,Active
2026-04-01,CUST-0069,Enterprise,100,2499.0,0.13,2212.18,26546.13,Annual,2027-09-01,Active
2026-05-01,CUST-0069,Enterprise,100,2499.0,0.13,2217.61,26611.35,Annual,2027-09-01,Active
2026-06-01,CUST-0069,Enterprise,100,2499.0,0.13,2223.05,26676.58,Annual,2027-09-01,Active
2025-12-01,CUST-0070,Professional,56,599.0,0.1,1152.9,13834.8,Annual,2026-12-01,Active
2026-01-01,CUST-0070,Professional,55,599.0,0.1,1135.93,13631.19,Annual,2027-12-01,Active
2026-02-01,CUST-0070,Professional,59,599.0,0.1,1218.36,14620.34,Annual,2027-12-01,Active
2026-03-01,CUST-0070,Professional,56,599.0,0.1,1161.55,13938.56,Annual,2027-12-01,Active
2026-04-01,CUST-0070,Professional,56,599.0,0.1,1164.43,13973.15,Annual,2027-12-01,Active
2026-05-01,CUST-0070,Professional,62,599.0,0.1,1287.6,15451.16,Annual,2027-12-01,Active
2026-06-01,CUST-0070,Professional,63,599.0,0.1,1310.87,15730.47,Annual,2027-12-01,Active
2025-01-01,CUST-0071,Professional,47,599.0,0.22,857.41,10288.93,Annual,2026-07-01,Active
2025-02-01,CUST-0071,Professional,46,599.0,0.22,842.06,10104.75,Annual,2026-07-01,Active
2025-03-01,CUST-0071,Professional,46,599.0,0.22,844.13,10129.58,Annual,2026-07-01,Active
2025-04-01,CUST-0071,Professional,46,599.0,0.22,846.2,10154.41,Annual,2026-07-01,Active
2025-05-01,CUST-0071,Professional,46,599.0,0.22,848.27,10179.23,Annual,2026-07-01,Active
2025-06-01,CUST-0071,Professional,50,599.0,0.22,920.87,11050.39,Annual,2026-07-01,Active
2025-07-01,CUST-0071,Professional,51,599.0,0.22,940.78,11289.38,Annual,2026-07-01,Active
2025-08-01,CUST-0071,Professional,47,599.0,0.22,872.19,10466.33,Annual,2026-07-01,Active
2025-09-01,CUST-0071,Professional,48,599.0,0.22,892.07,10704.8,Annual,2026-07-01,Active
2025-10-01,CUST-0071,Professional,50,599.0,0.22,929.83,11157.94,Annual,2026-07-01,Active
2025-11-01,CUST-0071,Professional,48,599.0,0.22,896.38,10756.51,Annual,2026-07-01,Active
2025-12-01,CUST-0071,Professional,52,599.0,0.22,970.09,11641.06,Annual,2026-07-01,Active
2026-01-01,CUST-0071,Professional,52,599.0,0.22,972.41,11668.97,Annual,2027-07-01,Active
2026-02-01,CUST-0071,Professional,53,599.0,0.22,992.72,11912.59,Annual,2027-07-01,Active
2026-03-01,CUST-0071,Professional,54,599.0,0.22,1013.1,12157.24,Annual,2027-07-01,Active
2026-04-01,CUST-0071,Professional,56,599.0,0.22,1051.64,12619.64,Annual,2027-07-01,Active
2026-05-01,CUST-0071,Professional,53,599.0,0.22,999.82,11997.88,Annual,2027-07-01,Active
2026-06-01,CUST-0071,Professional,59,599.0,0.22,1111.07,13332.88,Annual,2027-07-01,Active
2025-02-01,CUST-0072,Professional,25,599.0,0.1,539.1,6469.2,Annual,2026-02-01,Active
2025-03-01,CUST-0072,Professional,25,599.0,0.1,540.45,6485.37,Annual,2026-02-01,Active
2025-04-01,CUST-0072,Professional,25,599.0,0.1,541.8,6501.55,Annual,2026-02-01,Active
2025-05-01,CUST-0072,Professional,25,599.0,0.1,543.14,6517.72,Annual,2026-02-01,Active
2025-06-01,CUST-0072,Professional,25,599.0,0.1,544.49,6533.89,Annual,2026-02-01,Active
2025-07-01,CUST-0072,Professional,25,599.0,0.1,545.84,6550.07,Annual,2026-02-01,Active
2025-08-01,CUST-0072,Professional,25,599.0,0.1,547.19,6566.24,Annual,2026-02-01,Active
2025-09-01,CUST-0072,Professional,25,599.0,0.1,548.53,6582.41,Annual,2026-02-01,Active
2025-10-01,CUST-0072,Professional,25,599.0,0.1,549.88,6598.58,Annual,2026-02-01,Active
2025-11-01,CUST-0072,Professional,25,599.0,0.1,551.23,6614.76,Annual,2026-02-01,Active
2025-12-01,CUST-0072,Professional,25,599.0,0.1,552.58,6630.93,Annual,2026-02-01,Active
2026-01-01,CUST-0072,Professional,25,599.0,0.1,553.93,6647.1,Annual,2027-02-01,Active
2026-02-01,CUST-0072,Professional,25,599.0,0.1,555.27,6663.28,Annual,2027-02-01,Active
2026-03-01,CUST-0072,Professional,25,599.0,0.1,556.62,6679.45,Annual,2027-02-01,Active
2026-04-01,CUST-0072,Professional,25,599.0,0.1,557.97,6695.62,Annual,2027-02-01,Active
2026-05-01,CUST-0072,Professional,25,599.0,0.1,559.32,6711.8,Annual,2027-02-01,Active
2026-06-01,CUST-0072,Professional,25,599.0,0.1,560.66,6727.97,Annual,2027-02-01,Active
2026-01-01,CUST-0073,Starter,5,149.0,0.0,149.0,1788.0,Monthly,2027-01-01,Active
2026-02-01,CUST-0073,Starter,5,149.0,0.0,149.37,1792.47,Monthly,2027-01-01,Active
2026-03-01,CUST-0073,Starter,5,149.0,0.0,149.74,1796.94,Monthly,2027-01-01,Active
2026-04-01,CUST-0073,Starter,5,149.0,0.0,150.12,1801.41,Monthly,2027-01-01,Active
2026-05-01,CUST-0073,Starter,5,149.0,0.0,150.49,1805.88,Monthly,2027-01-01,Active
2026-06-01,CUST-0073,Starter,5,149.0,0.0,150.86,1810.35,Monthly,2027-01-01,Active
2025-01-01,CUST-0074,Starter,15,149.0,0.1,264.0,3168.02,Annual,2026-07-01,Active
2025-02-01,CUST-0074,Starter,17,149.0,0.1,290.29,3483.51,Annual,2026-07-01,Active
2025-03-01,CUST-0074,Starter,16,149.0,0.1,278.15,3337.85,Annual,2026-07-01,Active
2025-04-01,CUST-0074,Starter,18,149.0,0.1,304.6,3655.23,Annual,2026-07-01,Active
2025-05-01,CUST-0074,Starter,16,149.0,0.1,279.52,3354.21,Annual,2026-07-01,Active
2025-06-01,CUST-0074,Starter,17,149.0,0.1,293.15,3517.75,Annual,2026-07-01,Active
2025-07-01,CUST-0074,Starter,16,149.0,0.1,280.88,3370.57,Annual,2026-07-01,Active
2025-08-01,CUST-0074,Starter,17,149.0,0.1,294.57,3534.87,Annual,2026-07-01,Active
2025-09-01,CUST-0074,Starter,17,149.0,0.1,295.29,3543.43,Annual,2026-07-01,Active
2025-10-01,CUST-0074,Starter,17,149.0,0.1,296.0,3551.99,Annual,2026-07-01,Active
2025-11-01,CUST-0074,Starter,16,149.0,0.1,283.61,3403.3,Annual,2026-07-01,Active
2025-12-01,CUST-0074,Starter,17,149.0,0.1,297.43,3569.1,Annual,2026-07-01,Active
2026-01-01,CUST-0074,Starter,18,149.0,0.1,311.31,3735.67,Annual,2027-07-01,Active
2026-02-01,CUST-0074,Starter,17,149.0,0.1,298.85,3586.22,Annual,2027-07-01,Active
2026-03-01,CUST-0074,Starter,17,149.0,0.1,299.56,3594.78,Annual,2027-07-01,Active
2026-04-01,CUST-0074,Starter,18,149.0,0.1,313.54,3762.48,Annual,2027-07-01,Active
2026-05-01,CUST-0074,Starter,18,149.0,0.1,314.28,3771.41,Annual,2027-07-01,Active
2026-06-01,CUST-0074,Starter,18,149.0,0.1,315.03,3780.35,Annual,2027-07-01,Active
2026-01-01,CUST-0075,Starter,9,149.0,0.1,184.5,2214.0,Annual,2027-01-01,Active
2026-02-01,CUST-0075,Starter,10,149.0,0.1,197.59,2371.11,Annual,2027-01-01,Active
2026-03-01,CUST-0075,Starter,10,149.0,0.1,198.09,2377.03,Annual,2027-01-01,Active
2026-04-01,CUST-0075,Starter,10,149.0,0.1,198.58,2382.94,Annual,2027-01-01,Active
2026-05-01,CUST-0075,Starter,10,149.0,0.1,199.07,2388.85,Annual,2027-01-01,Active
2026-06-01,CUST-0075,Starter,10,149.0,0.1,199.56,2394.76,Annual,2027-01-01,Active
2025-01-01,CUST-0076,Professional,79,599.0,0.1,1640.47,19685.59,Annual,2026-05-01,Active
2025-02-01,CUST-0076,Professional,86,599.0,0.1,1786.21,21434.46,Annual,2026-05-01,Active
2025-03-01,CUST-0076,Professional,82,599.0,0.1,1709.39,20512.71,Annual,2026-05-01,Active
2025-04-01,CUST-0076,Professional,84,599.0,0.1,1754.25,21051.01,Annual,2026-05-01,Active
2025-05-01,CUST-0076,Professional,81,599.0,0.1,1697.34,20368.04,Annual,2026-05-01,Active
2025-06-01,CUST-0076,Professional,88,599.0,0.1,1844.56,22134.74,Annual,2026-05-01,Active
2025-07-01,CUST-0076,Professional,97,599.0,0.1,2033.46,24401.57,Annual,2026-05-01,Active
2025-08-01,CUST-0076,Professional,88,599.0,0.1,1853.49,22241.93,Annual,2026-05-01,Active
2025-09-01,CUST-0076,Professional,89,599.0,0.1,1878.55,22542.62,Annual,2026-05-01,Active
2025-10-01,CUST-0076,Professional,88,599.0,0.1,1862.43,22349.11,Annual,2026-05-01,Active
2025-11-01,CUST-0076,Professional,87,599.0,0.1,1846.2,22154.42,Annual,2026-05-01,Active
2025-12-01,CUST-0076,Professional,95,599.0,0.1,2016.54,24198.51,Annual,2026-05-01,Active
2026-01-01,CUST-0076,Professional,90,599.0,0.1,1917.41,23008.86,Annual,2027-05-01,Active
2026-02-01,CUST-0076,Professional,92,599.0,0.1,1963.65,23563.79,Annual,2027-05-01,Active
2026-03-01,CUST-0076,Professional,95,599.0,0.1,2030.98,24371.77,Annual,2027-05-01,Active
2026-04-01,CUST-0076,Professional,98,599.0,0.1,2098.61,25183.31,Annual,2027-05-01,Active
2026-05-01,CUST-0076,Professional,101,599.0,0.1,2166.53,25998.41,Annual,2027-05-01,Active
2026-06-01,CUST-0076,Professional,100,599.0,0.1,2150.61,25807.28,Annual,2027-05-01,Active
2026-02-01,CUST-0077,Starter,16,149.0,0.1,272.7,3272.4,Annual,2027-02-01,Active
2026-03-01,CUST-0077,Starter,17,149.0,0.1,286.01,3432.16,Annual,2027-02-01,Active
2026-04-01,CUST-0077,Starter,16,149.0,0.1,274.06,3288.76,Annual,2027-02-01,Active
2026-05-01,CUST-0077,Starter,16,149.0,0.1,274.75,3296.94,Annual,2027-02-01,Active
2026-06-01,CUST-0077,Starter,16,149.0,0.1,275.43,3305.12,Annual,2027-02-01,Active
2025-01-01,CUST-0078,Starter,15,149.0,0.1,262.7,3152.41,Annual,2026-09-01,Active
2025-02-01,CUST-0078,Starter,15,149.0,0.1,263.35,3160.22,Annual,2026-09-01,Active
2025-03-01,CUST-0078,Starter,16,149.0,0.1,276.79,3321.49,Annual,2026-09-01,Active
2025-04-01,CUST-0078,Starter,16,149.0,0.1,277.47,3329.67,Annual,2026-09-01,Active
2025-05-01,CUST-0078,Starter,17,149.0,0.1,291.01,3492.07,Annual,2026-09-01,Active
2025-06-01,CUST-0078,Starter,16,149.0,0.1,278.84,3346.03,Annual,2026-09-01,Active
2025-07-01,CUST-0078,Starter,16,149.0,0.1,279.52,3354.21,Annual,2026-09-01,Active
2025-08-01,CUST-0078,Starter,14,149.0,0.1,254.31,3051.68,Annual,2026-09-01,Active
2025-09-01,CUST-0078,Starter,15,149.0,0.1,267.9,3214.84,Annual,2026-09-01,Active
2025-10-01,CUST-0078,Starter,15,149.0,0.1,268.55,3222.64,Annual,2026-09-01,Active
2025-11-01,CUST-0078,Starter,16,149.0,0.1,282.24,3386.93,Annual,2026-09-01,Active
2025-12-01,CUST-0078,Starter,17,149.0,0.1,296.0,3551.99,Annual,2026-09-01,Active
2026-01-01,CUST-0078,Starter,16,149.0,0.1,283.61,3403.3,Annual,2027-09-01,Active
2026-02-01,CUST-0078,Starter,16,149.0,0.1,284.29,3411.48,Annual,2027-09-01,Active
2026-03-01,CUST-0078,Starter,16,149.0,0.1,284.97,3419.66,Annual,2027-09-01,Active
2026-04-01,CUST-0078,Starter,18,149.0,0.1,312.05,3744.6,Annual,2027-09-01,Active
2026-05-01,CUST-0078,Starter,18,149.0,0.1,312.8,3753.54,Annual,2027-09-01,Active
2026-06-01,CUST-0078,Starter,16,149.0,0.1,287.02,3444.2,Annual,2027-09-01,Active
2026-03-01,CUST-0079,Starter,5,149.0,0.1,134.1,1609.2,Annual,2027-03-01,Active
2026-04-01,CUST-0079,Starter,5,149.0,0.1,134.44,1613.22,Annual,2027-03-01,Active
2026-05-01,CUST-0079,Starter,5,149.0,0.1,134.77,1617.25,Annual,2027-03-01,Active
2026-06-01,CUST-0079,Starter,5,149.0,0.1,135.11,1621.27,Annual,2027-03-01,Active
2025-09-01,CUST-0080,Professional,50,599.0,0.1,1034.1,12409.2,Annual,2026-09-01,Active
2025-10-01,CUST-0080,Professional,46,599.0,0.1,957.29,11487.45,Annual,2026-09-01,Active
2025-11-01,CUST-0080,Professional,45,599.0,0.1,939.78,11277.31,Annual,2026-09-01,Active
