month,customer_id,ticket_count,high_severity_tickets,avg_resolution_hours,csat_score
2025-01-01,CUST-0109,1,0,7.17,4.9
2025-02-01,CUST-0109,2,1,12.76,4.14
2025-03-01,CUST-0109,1,0,8.6,4.05
2025-04-01,CUST-0109,0,0,0.0,4.55
2025-05-01,CUST-0109,1,0,6.97,4.31
2025-06-01,CUST-0109,2,0,8.31,4.21
2025-07-01,CUST-0109,3,0,7.31,4.12
2025-08-01,CUST-0109,1,0,6.28,5.0
2025-09-01,CUST-0109,1,1,12.49,3.19
2025-10-01,CUST-0109,2,0,7.22,4.23
2025-11-01,CUST-0109,0,0,0.0,4.4
2025-12-01,CUST-0109,1,0,7.42,4.51
2026-01-01,CUST-0109,0,0,0.0,4.6
2026-02-01,CUST-0109,1,1,14.5,4.3
2026-03-01,CUST-0109,1,0,11.61,3.76
2026-04-01,CUST-0109,1,0,8.15,4.31
2026-05-01,CUST-0109,0,0,0.0,4.43
2026-06-01,CUST-0109,3,0,7.55,3.72
2025-01-01,CUST-0110,1,0,7.64,4.5
2025-02-01,CUST-0110,1,0,8.03,5.0
2025-03-01,CUST-0110,0,0,0.0,4.51
2025-04-01,CUST-0110,2,0,9.18,3.85
2025-05-01,CUST-0110,0,0,0.0,4.45
2025-06-01,CUST-0110,0,0,0.0,4.71
2025-07-01,CUST-0110,0,0,0.0,4.58
2025-08-01,CUST-0110,0,0,0.0,4.42
2025-09-01,CUST-0110,0,0,0.0,4.57
2025-10-01,CUST-0110,0,0,0.0,4.34
2025-11-01,CUST-0110,0,0,0.0,4.62
2025-12-01,CUST-0110,1,0,7.2,4.38
2026-01-01,CUST-0110,0,0,0.0,4.31
2026-02-01,CUST-0110,1,0,5.77,3.99
2026-03-01,CUST-0110,2,0,3.11,4.31
2026-04-01,CUST-0110,0,0,0.0,4.53
2026-05-01,CUST-0110,1,0,3.55,4.54
2026-06-01,CUST-0110,1,0,8.54,4.37
2025-01-01,CUST-0111,0,0,0.0,4.48
2025-02-01,CUST-0111,2,0,6.47,4.17
2025-03-01,CUST-0111,1,0,7.12,3.86
2025-04-01,CUST-0111,1,0,6.95,3.69
2025-05-01,CUST-0111,0,0,0.0,4.64
2025-06-01,CUST-0111,0,0,0.0,4.51
2025-07-01,CUST-0111,1,0,4.01,3.93
2025-08-01,CUST-0111,0,0,0.0,4.79
2025-09-01,CUST-0111,4,0,7.46,3.98
2025-10-01,CUST-0111,0,0,0.0,5.0
2025-11-01,CUST-0111,2,2,21.16,3.73
2025-12-01,CUST-0111,1,0,6.75,4.88
2026-01-01,CUST-0111,2,0,10.37,3.35
2026-02-01,CUST-0111,3,0,7.17,4.58
2026-03-01,CUST-0111,0,0,0.0,4.72
2026-04-01,CUST-0111,1,0,6.19,4.07
2026-05-01,CUST-0111,1,1,6.61,3.45
2026-06-01,CUST-0111,2,0,5.43,4.47
2025-03-01,CUST-0112,0,0,0.0,4.71
2025-04-01,CUST-0112,1,0,7.69,4.82
2025-05-01,CUST-0112,0,0,0.0,4.17
2025-06-01,CUST-0112,1,0,9.92,4.59
2025-07-01,CUST-0112,0,0,0.0,4.62
2025-08-01,CUST-0112,2,0,3.71,4.07
2025-09-01,CUST-0112,1,0,6.15,4.85
2025-10-01,CUST-0112,1,0,2.62,4.6
2025-11-01,CUST-0112,0,0,0.0,4.88
2025-12-01,CUST-0112,4,1,11.07,3.26
2026-01-01,CUST-0112,3,0,11.61,4.56
2026-02-01,CUST-0112,4,0,8.14,3.9
2026-03-01,CUST-0112,1,0,5.26,4.01
2026-04-01,CUST-0112,1,0,8.2,4.44
2026-05-01,CUST-0112,1,0,8.89,4.46
2026-06-01,CUST-0112,1,0,6.68,4.52
2025-12-01,CUST-0113,1,0,8.23,4.29
2026-01-01,CUST-0113,3,1,7.11,3.91
2026-02-01,CUST-0113,4,1,11.97,4.15
2026-03-01,CUST-0113,1,0,7.23,5.0
2026-04-01,CUST-0113,0,0,0.0,4.49
2026-05-01,CUST-0113,2,0,8.14,4.42
2026-06-01,CUST-0113,0,0,0.0,4.73
2025-03-01,CUST-0114,1,0,5.77,4.74
2025-04-01,CUST-0114,0,0,0.0,4.41
2025-05-01,CUST-0114,2,0,4.48,4.4
2025-06-01,CUST-0114,1,0,9.9,4.92
2025-07-01,CUST-0114,2,0,6.7,4.29
2025-08-01,CUST-0114,0,0,0.0,4.71
2025-09-01,CUST-0114,2,0,5.49,4.09
2025-10-01,CUST-0114,2,0,6.2,4.55
2025-11-01,CUST-0114,0,0,0.0,4.49
2025-12-01,CUST-0114,5,0,9.59,4.09
2026-01-01,CUST-0114,1,0,0.5,4.17
2026-02-01,CUST-0114,7,1,10.19,3.8
2026-03-01,CUST-0114,4,0,5.08,4.43
2026-04-01,CUST-0114,1,0,5.08,3.9
2026-05-01,CUST-0114,3,0,9.45,4.06
2026-06-01,CUST-0114,0,0,0.0,4.73
2025-09-01,CUST-0115,1,0,13.87,3.73
2025-10-01,CUST-0115,0,0,0.0,4.61
2025-11-01,CUST-0115,1,0,10.48,3.87
2025-12-01,CUST-0115,1,0,10.16,4.47
2026-01-01,CUST-0115,0,0,0.0,4.4
2026-02-01,CUST-0115,1,0,5.11,4.34
2026-03-01,CUST-0115,1,1,17.97,3.89
2026-04-01,CUST-0115,3,0,3.22,4.66
2026-05-01,CUST-0115,0,0,0.0,4.7
2026-06-01,CUST-0115,0,0,0.0,4.63
2025-01-01,CUST-0116,1,0,9.39,4.6
2025-02-01,CUST-0116,2,0,6.29,3.91
2025-03-01,CUST-0116,3,0,4.55,4.26
2025-04-01,CUST-0116,1,0,9.86,4.26
2025-05-01,CUST-0116,0,0,0.0,4.62
2025-06-01,CUST-0116,0,0,0.0,4.47
2025-07-01,CUST-0116,2,0,7.72,4.58
2025-08-01,CUST-0116,3,0,4.02,3.92
2025-09-01,CUST-0116,3,1,15.13,3.36
2025-10-01,CUST-0116,3,0,6.26,4.48
2025-11-01,CUST-0116,2,0,7.76,4.62
2025-12-01,CUST-0116,1,0,1.41,4.03
2026-01-01,CUST-0116,1,0,10.69,4.53
2026-02-01,CUST-0116,1,0,6.7,3.99
2026-03-01,CUST-0116,0,0,0.0,4.48
2026-04-01,CUST-0116,2,0,7.21,4.72
2026-05-01,CUST-0116,2,1,13.7,3.65
2026-06-01,CUST-0116,2,0,5.13,4.43
2025-10-01,CUST-0117,1,0,9.89,4.54
2025-11-01,CUST-0117,3,0,11.2,4.05
2025-12-01,CUST-0117,3,1,10.42,3.84
2026-01-01,CUST-0117,2,0,5.81,4.23
2026-02-01,CUST-0117,1,0,7.74,4.18
2026-03-01,CUST-0117,1,0,6.85,4.2
2026-04-01,CUST-0117,1,0,8.95,4.14
2026-05-01,CUST-0117,1,0,3.83,4.65
2026-06-01,CUST-0117,2,0,12.43,4.21
2025-06-01,CUST-0118,1,0,6.07,4.03
2025-07-01,CUST-0118,0,0,0.0,4.41
2025-08-01,CUST-0118,1,0,0.68,4.27
2025-09-01,CUST-0118,1,0,7.11,4.54
2025-10-01,CUST-0118,2,0,3.45,4.31
2025-11-01,CUST-0118,3,0,7.73,4.5
2025-12-01,CUST-0118,0,0,0.0,4.8
2026-01-01,CUST-0118,1,0,7.98,5.0
2026-02-01,CUST-0118,4,0,8.7,4.5
2026-03-01,CUST-0118,1,0,8.24,4.55
2026-04-01,CUST-0118,0,0,0.0,4.4
2026-05-01,CUST-0118,2,0,0.5,4.02
2026-06-01,CUST-0118,1,0,4.36,4.46
2025-01-01,CUST-0119,0,0,0.0,4.65
2025-02-01,CUST-0119,1,0,8.66,3.82
2025-03-01,CUST-0119,2,0,7.61,3.44
2025-04-01,CUST-0119,1,0,15.48,4.43
2025-05-01,CUST-0119,2,0,8.32,4.11
2025-06-01,CUST-0119,1,0,4.58,4.03
2025-07-01,CUST-0119,2,0,4.83,4.12
2025-08-01,CUST-0119,0,0,0.0,4.85
2025-09-01,CUST-0119,1,0,9.23,3.79
2025-10-01,CUST-0119,1,0,5.79,4.95
2025-11-01,CUST-0119,0,0,0.0,4.76
2025-12-01,CUST-0119,0,0,0.0,4.31
2026-01-01,CUST-0119,0,0,0.0,4.8
2026-02-01,CUST-0119,1,0,5.54,4.14
2026-03-01,CUST-0119,1,0,10.32,3.88
2025-01-01,CUST-0120,0,0,0.0,4.44
2025-02-01,CUST-0120,2,0,14.07,4.62
2025-03-01,CUST-0120,2,0,8.52,4.52
2025-04-01,CUST-0120,2,0,8.77,3.92
2025-05-01,CUST-0120,0,0,0.0,4.55
2025-06-01,CUST-0120,1,0,3.41,4.65
2025-07-01,CUST-0120,0,0,0.0,4.68
2025-08-01,CUST-0120,0,0,0.0,4.4
2025-09-01,CUST-0120,1,1,10.07,3.93
2025-10-01,CUST-0120,1,0,9.17,4.22
2025-11-01,CUST-0120,0,0,0.0,4.73
2025-12-01,CUST-0120,0,0,0.0,4.3
2026-01-01,CUST-0120,0,0,0.0,4.37
2026-02-01,CUST-0120,0,0,0.0,4.64
2026-03-01,CUST-0120,2,0,8.85,4.22
2026-04-01,CUST-0120,2,0,8.95,4.15
2026-05-01,CUST-0120,1,0,6.24,4.44
2026-06-01,CUST-0120,1,0,7.74,4.19
2026-01-01,CUST-0121,1,0,7.0,5.0
2026-02-01,CUST-0121,1,0,4.87,4.62
2026-03-01,CUST-0121,1,0,6.33,4.99
2026-04-01,CUST-0121,2,0,7.32,4.12
2026-05-01,CUST-0121,2,0,6.66,4.16
2026-06-01,CUST-0121,1,0,6.85,4.83
2025-03-01,CUST-0122,0,0,0.0,4.54
2025-04-01,CUST-0122,1,0,6.84,4.82
2025-05-01,CUST-0122,0,0,0.0,4.48
2025-06-01,CUST-0122,0,0,0.0,4.34
2025-07-01,CUST-0122,0,0,0.0,4.77
2025-08-01,CUST-0122,1,0,7.2,3.95
2025-09-01,CUST-0122,1,1,8.54,4.17
2025-10-01,CUST-0122,1,0,5.73,4.59
2025-11-01,CUST-0122,2,0,6.05,3.93
2025-12-01,CUST-0122,0,0,0.0,4.56
2026-01-01,CUST-0122,1,0,12.76,4.55
2026-02-01,CUST-0122,3,0,12.08,4.59
2026-03-01,CUST-0122,1,0,9.76,3.86
2026-04-01,CUST-0122,0,0,0.0,4.67
2026-05-01,CUST-0122,1,0,8.45,4.51
2026-06-01,CUST-0122,0,0,0.0,4.63
2025-01-01,CUST-0123,1,0,11.48,4.16
2025-02-01,CUST-0123,3,1,14.72,3.92
2025-03-01,CUST-0123,3,1,13.92,4.51
2025-04-01,CUST-0123,2,0,8.99,4.94
2025-05-01,CUST-0123,3,1,15.91,4.73
2025-06-01,CUST-0123,2,2,15.67,3.22
2025-07-01,CUST-0123,0,0,0.0,4.66
2025-08-01,CUST-0123,1,0,6.18,3.63
2025-09-01,CUST-0123,1,0,7.8,4.6
2025-10-01,CUST-0123,1,0,3.31,3.73
2025-11-01,CUST-0123,0,0,0.0,4.58
2025-12-01,CUST-0123,3,1,8.37,4.11
2026-01-01,CUST-0123,3,0,7.01,4.37
2026-02-01,CUST-0123,2,0,5.26,4.1
2026-03-01,CUST-0123,2,0,4.23,4.11
2026-04-01,CUST-0123,0,0,0.0,4.59
2026-05-01,CUST-0123,1,0,7.16,4.08
2026-06-01,CUST-0123,1,0,2.58,4.03
2025-01-01,CUST-0124,0,0,0.0,4.45
2025-02-01,CUST-0124,0,0,0.0,4.66
2025-03-01,CUST-0124,0,0,0.0,4.77
2025-04-01,CUST-0124,2,0,9.71,3.83
2025-05-01,CUST-0124,1,0,7.6,4.42
2025-06-01,CUST-0124,1,1,9.37,4.11
2025-07-01,CUST-0124,2,0,6.3,4.38
2025-08-01,CUST-0124,1,0,8.44,4.62
2025-09-01,CUST-0124,0,0,0.0,4.82
2025-10-01,CUST-0124,2,0,6.27,3.98
2025-11-01,CUST-0124,0,0,0.0,4.59
2025-12-01,CUST-0124,3,0,9.71,4.04
2026-01-01,CUST-0124,3,1,14.4,3.45
2026-02-01,CUST-0124,1,0,14.38,4.78
2026-03-01,CUST-0124,0,0,0.0,4.37
2026-04-01,CUST-0124,2,1,9.15,4.23
2026-05-01,CUST-0124,0,0,0.0,4.61
2026-06-01,CUST-0124,1,0,7.18,4.32
2025-01-01,CUST-0125,4,1,9.34,3.6
2025-02-01,CUST-0125,0,0,0.0,4.28
2025-03-01,CUST-0125,0,0,0.0,4.43
2025-04-01,CUST-0125,2,0,8.82,4.33
2025-05-01,CUST-0125,0,0,0.0,4.85
2025-06-01,CUST-0125,2,0,10.81,5.0
2025-07-01,CUST-0125,1,0,9.92,4.45
2025-08-01,CUST-0125,4,1,8.7,3.69
2025-09-01,CUST-0125,1,0,12.99,3.76
2025-10-01,CUST-0125,0,0,0.0,4.46
2025-02-01,CUST-0126,1,0,6.65,4.03
2025-03-01,CUST-0126,2,1,10.98,3.89
2025-04-01,CUST-0126,3,0,6.03,4.54
2025-05-01,CUST-0126,2,0,7.73,4.72
2025-06-01,CUST-0126,1,0,8.62,4.84
2025-07-01,CUST-0126,1,0,13.53,3.81
2025-08-01,CUST-0126,1,0,10.48,4.19
2025-09-01,CUST-0126,1,0,4.77,4.54
2025-10-01,CUST-0126,1,0,10.32,4.2
2025-11-01,CUST-0126,1,0,3.34,4.61
2025-12-01,CUST-0126,0,0,0.0,4.85
2026-01-01,CUST-0126,1,0,9.1,4.13
2026-02-01,CUST-0126,0,0,0.0,4.57
2026-03-01,CUST-0126,4,0,11.22,3.95
2026-04-01,CUST-0126,1,0,7.7,4.98
2026-05-01,CUST-0126,0,0,0.0,4.56
2026-06-01,CUST-0126,1,1,13.01,4.3
2025-07-01,CUST-0127,1,0,11.7,4.74
2025-08-01,CUST-0127,3,0,5.98,4.2
2025-09-01,CUST-0127,3,1,10.99,3.36
2025-10-01,CUST-0127,1,0,6.75,4.1
2025-11-01,CUST-0127,2,0,1.65,3.91
2025-12-01,CUST-0127,1,0,6.19,4.69
2026-01-01,CUST-0127,1,0,9.91,4.3
2026-02-01,CUST-0127,3,0,9.73,4.66
2026-03-01,CUST-0127,1,0,10.84,4.84
2026-04-01,CUST-0127,4,0,4.81,4.25
2026-05-01,CUST-0127,3,0,9.18,4.5
2026-06-01,CUST-0127,0,0,0.0,4.77
2025-10-01,CUST-0128,0,0,0.0,4.54
2025-11-01,CUST-0128,2,1,11.76,4.03
2025-12-01,CUST-0128,1,0,7.47,4.0
2026-01-01,CUST-0128,1,0,6.28,4.62
2026-02-01,CUST-0128,0,0,0.0,4.51
2026-03-01,CUST-0128,2,0,14.7,3.88
2026-04-01,CUST-0128,2,0,4.7,4.28
2026-05-01,CUST-0128,2,0,8.76,4.28
2026-06-01,CUST-0128,1,0,8.31,4.27
2026-03-01,CUST-0129,1,0,8.8,4.55
2026-04-01,CUST-0129,1,0,4.69,4.2
2026-05-01,CUST-0129,3,0,6.72,4.53
2026-06-01,CUST-0129,0,0,0.0,4.58
2025-01-01,CUST-0130,2,0,6.63,4.52
2025-02-01,CUST-0130,4,0,4.24,4.34
2025-03-01,CUST-0130,1,0,2.01,4.64
2025-04-01,CUST-0130,0,0,0.0,4.47
2025-05-01,CUST-0130,0,0,0.0,4.48
2025-06-01,CUST-0130,1,0,4.46,4.65
2025-07-01,CUST-0130,0,0,0.0,4.76
2025-08-01,CUST-0130,2,0,6.02,4.12
2025-09-01,CUST-0130,1,0,4.75,4.33
2025-10-01,CUST-0130,1,0,7.0,3.7
2025-11-01,CUST-0130,1,0,14.66,3.96
2025-12-01,CUST-0130,2,0,6.18,4.95
2026-01-01,CUST-0130,1,0,8.92,4.47
2026-02-01,CUST-0130,4,0,3.77,4.41
2026-03-01,CUST-0130,0,0,0.0,4.46
2026-04-01,CUST-0130,1,0,5.27,4.16
2026-05-01,CUST-0130,0,0,0.0,4.31
2026-06-01,CUST-0130,0,0,0.0,4.69
2026-02-01,CUST-0131,3,0,2.95,4.15
2026-03-01,CUST-0131,1,1,10.08,3.73
2026-04-01,CUST-0131,0,0,0.0,4.78
2026-05-01,CUST-0131,3,0,6.78,4.33
2026-06-01,CUST-0131,1,0,12.31,4.08
2025-10-01,CUST-0132,1,0,9.79,4.48
2025-11-01,CUST-0132,2,0,6.22,4.88
2025-12-01,CUST-0132,3,0,4.4,4.4
2026-01-01,CUST-0132,3,0,5.73,5.0
2026-02-01,CUST-0132,2,0,7.24,3.95
2026-03-01,CUST-0132,2,0,9.2,4.57
2026-04-01,CUST-0132,0,0,0.0,4.68
2026-05-01,CUST-0132,0,0,0.0,4.67
2026-06-01,CUST-0132,0,0,0.0,4.45
2026-04-01,CUST-0133,0,0,0.0,4.55
2026-05-01,CUST-0133,1,1,11.41,4.07
2026-06-01,CUST-0133,1,0,7.48,4.94
2026-01-01,CUST-0134,1,0,5.3,4.14
2026-02-01,CUST-0134,5,0,10.71,3.72
2026-03-01,CUST-0134,1,0,13.33,4.44
2026-04-01,CUST-0134,2,0,4.57,4.88
2026-05-01,CUST-0134,1,0,11.34,4.34
2026-06-01,CUST-0134,1,0,4.12,4.45
2025-01-01,CUST-0135,1,0,6.15,4.75
2025-02-01,CUST-0135,0,0,0.0,4.68
2025-03-01,CUST-0135,2,0,10.66,4.6
2025-04-01,CUST-0135,0,0,0.0,4.62
2025-05-01,CUST-0135,0,0,0.0,4.67
2025-06-01,CUST-0135,2,0,0.5,4.66
2025-07-01,CUST-0135,1,0,5.11,4.42
2025-08-01,CUST-0135,0,0,0.0,4.84
2025-09-01,CUST-0135,2,0,5.45,4.42
2025-10-01,CUST-0135,0,0,0.0,4.13
2025-11-01,CUST-0135,1,0,6.83,4.11
2025-12-01,CUST-0135,4,0,12.08,4.31
2026-01-01,CUST-0135,2,0,11.45,4.33
2026-02-01,CUST-0135,2,0,7.59,4.03
2026-03-01,CUST-0135,1,0,7.24,4.41
2026-04-01,CUST-0135,2,0,4.58,3.78
2026-05-01,CUST-0135,0,0,0.0,4.38
2026-06-01,CUST-0135,1,0,6.66,5.0
2025-01-01,CUST-0136,0,0,0.0,4.46
2025-02-01,CUST-0136,1,0,5.59,4.59
2025-03-01,CUST-0136,1,0,7.82,4.63
2025-04-01,CUST-0136,0,0,0.0,4.29
2025-05-01,CUST-0136,0,0,0.0,4.79
2025-06-01,CUST-0136,1,0,3.12,4.24
2025-07-01,CUST-0136,0,0,0.0,4.19
2025-08-01,CUST-0136,2,0,6.22,4.44
2025-09-01,CUST-0136,2,1,10.81,4.16
2025-10-01,CUST-0136,1,0,6.58,4.63
2025-11-01,CUST-0136,0,0,0.0,4.44
2025-12-01,CUST-0136,0,0,0.0,4.49
2026-01-01,CUST-0136,1,0,8.7,4.34
2026-02-01,CUST-0136,1,0,6.79,4.47
2026-03-01,CUST-0136,1,0,8.28,4.69
2026-04-01,CUST-0136,1,0,6.1,4.94
2026-05-01,CUST-0136,2,0,8.01,4.35
2026-06-01,CUST-0136,1,0,4.09,4.94
2025-01-01,CUST-0137,2,0,6.27,4.51
2025-02-01,CUST-0137,3,0,4.16,4.42
2025-03-01,CUST-0137,1,0,6.26,4.52
2025-04-01,CUST-0137,3,0,5.88,4.79
2025-05-01,CUST-0137,1,0,7.24,4.61
2025-06-01,CUST-0137,0,0,0.0,4.55
2025-07-01,CUST-0137,0,0,0.0,4.54
2025-08-01,CUST-0137,1,1,12.73,4.4
2025-09-01,CUST-0137,0,0,0.0,4.63
2025-10-01,CUST-0137,3,0,7.78,4.78
2025-11-01,CUST-0137,1,0,5.66,4.3
2025-12-01,CUST-0137,1,0,7.25,4.45
2026-01-01,CUST-0137,1,0,5.75,4.38
2026-02-01,CUST-0137,2,0,6.99,4.19
2026-03-01,CUST-0137,1,0,8.54,4.51
2026-04-01,CUST-0137,0,0,0.0,4.42
2026-05-01,CUST-0137,0,0,0.0,4.5
2026-06-01,CUST-0137,2,0,12.21,4.4
2025-03-01,CUST-0138,0,0,0.0,4.85
2025-04-01,CUST-0138,2,1,8.24,4.27
2025-05-01,CUST-0138,0,0,0.0,4.63
2025-06-01,CUST-0138,0,0,0.0,4.68
2025-07-01,CUST-0138,0,0,0.0,4.65
2025-08-01,CUST-0138,0,0,0.0,4.48
2025-09-01,CUST-0138,0,0,0.0,4.62
2025-10-01,CUST-0138,1,0,10.58,3.89
2025-11-01,CUST-0138,1,0,4.33,4.38
2025-12-01,CUST-0138,0,0,0.0,4.97
2026-01-01,CUST-0138,0,0,0.0,5.0
2026-02-01,CUST-0138,1,0,6.34,4.22
2026-03-01,CUST-0138,2,0,8.41,4.89
2026-04-01,CUST-0138,1,0,8.06,4.06
2026-05-01,CUST-0138,1,0,6.73,4.33
2026-06-01,CUST-0138,1,0,9.95,4.57
2026-03-01,CUST-0139,2,1,9.31,4.17
2026-04-01,CUST-0139,2,1,9.99,4.01
2026-05-01,CUST-0139,3,0,0.5,4.15
2026-06-01,CUST-0139,1,0,6.94,4.69
2025-01-01,CUST-0140,1,0,9.04,4.16
2025-02-01,CUST-0140,1,0,2.97,4.09
2025-03-01,CUST-0140,0,0,0.0,4.21
2025-04-01,CUST-0140,0,0,0.0,4.72
2025-05-01,CUST-0140,0,0,0.0,4.46
2025-06-01,CUST-0140,0,0,0.0,4.39
2025-07-01,CUST-0140,0,0,0.0,4.71
2025-08-01,CUST-0140,0,0,0.0,4.66
2025-09-01,CUST-0140,0,0,0.0,4.73
2025-10-01,CUST-0140,1,0,6.25,4.05
2025-11-01,CUST-0140,0,0,0.0,4.48
2025-12-01,CUST-0140,4,0,4.88,4.02
2026-01-01,CUST-0140,1,1,12.47,3.87
2026-02-01,CUST-0140,5,1,11.95,4.01
2026-03-01,CUST-0140,1,0,6.53,4.27
2026-04-01,CUST-0140,0,0,0.0,4.48
2026-05-01,CUST-0140,2,0,11.95,4.06
2026-06-01,CUST-0140,1,0,7.44,4.44
2026-04-01,CUST-0141,1,0,7.08,4.33
2026-05-01,CUST-0141,0,0,0.0,4.43
2026-06-01,CUST-0141,3,0,10.74,3.77
2025-01-01,CUST-0142,1,0,5.8,4.8
2025-02-01,CUST-0142,2,0,4.15,4.92
2025-03-01,CUST-0142,0,0,0.0,4.56
2025-04-01,CUST-0142,0,0,0.0,4.39
2025-05-01,CUST-0142,0,0,0.0,4.52
2025-06-01,CUST-0142,2,0,11.36,4.83
2025-07-01,CUST-0142,3,0,8.41,4.13
2025-08-01,CUST-0142,2,1,10.23,3.78
2025-09-01,CUST-0142,1,1,12.05,4.76
2025-10-01,CUST-0142,1,0,9.87,4.47
2025-11-01,CUST-0142,0,0,0.0,4.35
2025-12-01,CUST-0142,3,0,12.74,4.83
2026-01-01,CUST-0142,1,0,16.07,4.56
2026-02-01,CUST-0142,3,0,8.23,4.59
2026-03-01,CUST-0142,2,0,11.22,3.9
2026-04-01,CUST-0142,2,0,7.21,4.18
2026-05-01,CUST-0142,1,0,13.76,4.24
2026-06-01,CUST-0142,1,0,11.56,3.51
2025-09-01,CUST-0143,0,0,0.0,4.43
2025-10-01,CUST-0143,2,0,10.56,4.47
2025-11-01,CUST-0143,0,0,0.0,4.7
2025-12-01,CUST-0143,1,0,4.78,4.92
2026-01-01,CUST-0143,1,0,6.01,5.0
2026-02-01,CUST-0143,2,0,5.67,4.45
2026-03-01,CUST-0143,1,0,8.63,4.72
2026-04-01,CUST-0143,3,0,9.64,4.62
2026-05-01,CUST-0143,1,0,9.46,4.33
2026-06-01,CUST-0143,2,0,4.88,4.01
2025-01-01,CUST-0144,0,0,0.0,4.69
2025-02-01,CUST-0144,1,0,5.94,4.68
2025-03-01,CUST-0144,2,0,6.58,3.84
2025-04-01,CUST-0144,0,0,0.0,4.5
2025-05-01,CUST-0144,1,0,9.98,4.39
2025-06-01,CUST-0144,2,0,4.85,4.6
2025-07-01,CUST-0144,1,0,10.19,3.93
2025-08-01,CUST-0144,1,0,8.44,4.66
2025-09-01,CUST-0144,0,0,0.0,4.57
2026-03-01,CUST-0145,0,0,0.0,4.39
2026-04-01,CUST-0145,3,0,6.59,4.24
2026-05-01,CUST-0145,3,0,10.38,4.66
2026-06-01,CUST-0145,1,0,10.77,4.3
2025-01-01,CUST-0146,1,0,6.25,4.27
2025-02-01,CUST-0146,3,0,8.35,4.39
2025-03-01,CUST-0146,2,0,6.81,4.92
2025-04-01,CUST-0146,1,0,10.74,4.88
2025-05-01,CUST-0146,1,0,3.66,3.81
2025-06-01,CUST-0146,0,0,0.0,4.48
2025-07-01,CUST-0146,1,0,4.26,4.25
2025-08-01,CUST-0146,2,0,10.29,4.08
2025-09-01,CUST-0146,1,0,5.91,5.0
2025-10-01,CUST-0146,0,0,0.0,4.69
2025-11-01,CUST-0146,1,0,5.39,4.4
2025-12-01,CUST-0146,2,0,5.17,4.09
2026-01-01,CUST-0146,1,0,8.54,4.8
2026-02-01,CUST-0146,0,0,0.0,4.29
2026-03-01,CUST-0146,1,0,8.2,4.23
2026-04-01,CUST-0146,3,0,7.71,4.41
2026-05-01,CUST-0146,1,0,11.9,4.58
2026-06-01,CUST-0146,1,0,6.13,4.33
2025-01-01,CUST-0147,1,0,6.18,4.72
2025-02-01,CUST-0147,4,1,15.15,3.54
2025-03-01,CUST-0147,1,0,5.06,4.83
2025-04-01,CUST-0147,3,1,9.97,4.37
2025-05-01,CUST-0147,3,1,7.13,3.99
2025-06-01,CUST-0147,1,0,6.83,3.9
2025-07-01,CUST-0147,4,0,3.18,3.84
2026-03-01,CUST-0148,2,0,3.53,4.59
2026-04-01,CUST-0148,0,0,0.0,4.52
2026-05-01,CUST-0148,1,0,5.99,4.49
2026-06-01,CUST-0148,2,1,11.6,3.86
2025-04-01,CUST-0149,2,0,4.23,4.04
2025-05-01,CUST-0149,0,0,0.0,4.67
2025-06-01,CUST-0149,1,0,7.14,4.11
2025-07-01,CUST-0149,1,0,3.98,4.18
2025-08-01,CUST-0149,1,0,6.96,4.46
2025-09-01,CUST-0149,1,0,12.57,4.18
2025-10-01,CUST-0149,0,0,0.0,4.44
2025-11-01,CUST-0149,0,0,0.0,4.78
2025-12-01,CUST-0149,1,0,7.02,4.41
2026-01-01,CUST-0149,0,0,0.0,4.77
2026-02-01,CUST-0149,2,0,7.83,4.8
2026-03-01,CUST-0149,1,0,8.39,4.4
2026-04-01,CUST-0149,2,0,6.41,4.23
2026-05-01,CUST-0149,0,0,0.0,4.61
2026-06-01,CUST-0149,0,0,0.0,4.36
2025-06-01,CUST-0150,0,0,0.0,4.31
2025-07-01,CUST-0150,2,0,6.83,4.14
2025-08-01,CUST-0150,1,0,6.58,3.98
2025-09-01,CUST-0150,1,0,5.28,4.55
2025-10-01,CUST-0150,1,0,10.8,4.02
2025-11-01,CUST-0150,0,0,0.0,4.42
2025-12-01,CUST-0150,0,0,0.0,4.51
2026-01-01,CUST-0150,0,0,0.0,4.26
2026-02-01,CUST-0150,2,0,7.08,3.97
2025-09-01,CUST-0151,0,0,0.0,4.95
2025-10-01,CUST-0151,3,1,10.38,3.58
2025-11-01,CUST-0151,1,0,10.97,5.0
2025-12-01,CUST-0151,1,0,5.53,4.1
2026-01-01,CUST-0151,2,0,12.62,3.94
2026-02-01,CUST-0151,2,1,16.17,3.78
2026-03-01,CUST-0151,0,0,0.0,4.71
2026-04-01,CUST-0151,2,0,5.14,4.36
2026-05-01,CUST-0151,0,0,0.0,4.58
2026-06-01,CUST-0151,1,1,10.72,3.76
2025-01-01,CUST-0152,1,0,6.33,4.55
2025-02-01,CUST-0152,2,0,12.93,4.17
2025-03-01,CUST-0152,3,0,6.76,4.51
2025-04-01,CUST-0152,0,0,0.0,4.8
2025-05-01,CUST-0152,0,0,0.0,4.65
2025-06-01,CUST-0152,1,1,11.45,3.69
2025-07-01,CUST-0152,4,0,6.1,4.22
2025-08-01,CUST-0152,0,0,0.0,4.34
2025-09-01,CUST-0152,1,0,6.28,4.27
2025-10-01,CUST-0152,0,0,0.0,4.52
2025-11-01,CUST-0152,2,1,12.2,4.18
