month,aws_service,environment,cost_category,cost_usd,monthly_cost_share_pct,budget_usd,variance_usd,variance_pct
2025-11-01,Amazon CloudWatch,staging,non_production_cost,391.0,0.003196080375418369,110448.87,11888.48,0.1076
2025-11-01,Amazon DynamoDB,production,direct_product_cost,5078.2897,0.04151054232956327,110448.87,11888.48,0.1076
2025-11-01,Amazon EC2,development,non_production_cost,1975.26,0.016146009520073883,110448.87,11888.48,0.1076
2025-11-01,Amazon EC2,production,shared_platform_cost,8369.05,0.06840960732965498,110448.87,11888.48,0.1076
2025-11-01,Amazon EC2,staging,non_production_cost,1518.83,0.012415096564185886,110448.87,11888.48,0.1076
2025-11-01,Amazon QuickSight,production,direct_product_cost,11352.1637,0.0927939325322424,110448.87,11888.48,0.1076
2025-11-01,Amazon RDS,development,non_production_cost,1610.09,0.013161066628279698,110448.87,11888.48,0.1076
2025-11-01,Amazon RDS,production,shared_platform_cost,6654.22,0.05439238351845632,110448.87,11888.48,0.1076
2025-11-01,Amazon RDS,staging,non_production_cost,1109.68,0.00907065593604669,110448.87,11888.48,0.1076
2025-11-01,Amazon S3,development,non_production_cost,380.15,0.003107391188530161,110448.87,11888.48,0.1076
2025-11-01,Amazon S3,production,direct_product_cost,13075.2408,0.10687856911700659,110448.87,11888.48,0.1076
2025-11-01,Amazon S3,staging,non_production_cost,289.35,0.0023651812189956654,110448.87,11888.48,0.1076
2025-11-01,Data Transfer,production,direct_product_cost,2662.1785,0.021760962812559362,110448.87,11888.48,0.1076
2025-12-01,AWS Glue,production,direct_product_cost,3330.6093,0.026941658167164567,127842.53,-4219.5,-0.033
2025-12-01,AWS Lambda,production,direct_product_cost,11926.5425,0.0964750897534455,127842.53,-4219.5,-0.033
2025-12-01,AWS Step Functions,production,direct_product_cost,824.5427,0.0066698149097316585,127842.53,-4219.5,-0.033
2025-12-01,AWS Support,production,shared_platform_cost,4132.71,0.03342993731628104,127842.53,-4219.5,-0.033
2025-12-01,Amazon API Gateway,production,direct_product_cost,5172.5190999999995,0.0418410653736329,127842.53,-4219.5,-0.033
2025-12-01,Amazon Athena,production,direct_product_cost,14045.3862,0.1136146451720442,127842.53,-4219.5,-0.033
2025-12-01,Amazon Bedrock,production,direct_product_cost,16643.9862,0.1346350010910629,127842.53,-4219.5,-0.033
2025-12-01,Amazon CloudFront,production,direct_product_cost,1541.5443,0.012469718252495416,127842.53,-4219.5,-0.033
2025-12-01,Amazon CloudFront,production,shared_platform_cost,2877.75,0.02327843040327721,127842.53,-4219.5,-0.033
2025-12-01,Amazon CloudWatch,development,non_production_cost,529.07,0.0042797043431367825,127842.53,-4219.5,-0.033
2025-12-01,Amazon CloudWatch,production,direct_product_cost,4560.247,0.036888330261924666,127842.53,-4219.5,-0.033
2025-12-01,Amazon CloudWatch,production,shared_platform_cost,2138.24,0.01729645418313038,127842.53,-4219.5,-0.033
2025-12-01,Amazon CloudWatch,staging,non_production_cost,416.49,0.003369032570119338,127842.53,-4219.5,-0.033
2025-12-01,Amazon DynamoDB,production,direct_product_cost,5108.9607,0.04132693461489998,127842.53,-4219.5,-0.033
2025-12-01,Amazon EC2,development,non_production_cost,2313.87,0.018717144212398937,127842.53,-4219.5,-0.033
2025-12-01,Amazon EC2,production,shared_platform_cost,9144.63,0.0739718992333319,127842.53,-4219.5,-0.033
2025-12-01,Amazon EC2,staging,non_production_cost,1707.89,0.013815306576823254,127842.53,-4219.5,-0.033
2025-12-01,Amazon QuickSight,production,direct_product_cost,10964.624099999999,0.08869402797669916,127842.53,-4219.5,-0.033
2025-12-01,Amazon RDS,development,non_production_cost,1691.26,0.0136807847116138,127842.53,-4219.5,-0.033
2025-12-01,Amazon RDS,production,shared_platform_cost,6703.48,0.05422517336104968,127842.53,-4219.5,-0.033
2025-12-01,Amazon RDS,staging,non_production_cost,1255.31,0.010154338100786349,127842.53,-4219.5,-0.033
2025-12-01,Amazon S3,development,non_production_cost,393.87,0.0031860569482890437,127842.53,-4219.5,-0.033
2025-12-01,Amazon S3,production,direct_product_cost,13216.5606,0.10691018542187324,127842.53,-4219.5,-0.033
2025-12-01,Amazon S3,staging,non_production_cost,303.51,0.0024551251539218716,127842.53,-4219.5,-0.033
2025-12-01,Data Transfer,production,direct_product_cost,2679.423,0.021674141890866208,127842.53,-4219.5,-0.033
2026-01-01,AWS Glue,production,direct_product_cost,4515.0821,0.030203140151674933,118851.18,30639.31,0.2578
2026-01-01,AWS Lambda,production,direct_product_cost,14590.6965,0.09760284343446445,118851.18,30639.31,0.2578
2026-01-01,AWS Step Functions,production,direct_product_cost,900.381,0.006022998680999672,118851.18,30639.31,0.2578
2026-01-01,AWS Support,production,shared_platform_cost,4041.1,0.02703248954585645,118851.18,30639.31,0.2578
2026-01-01,Amazon API Gateway,production,direct_product_cost,5622.9077,0.037613816440465644,118851.18,30639.31,0.2578
2026-01-01,Amazon Athena,production,direct_product_cost,14983.77,0.10023226494828574,118851.18,30639.31,0.2578
2026-01-01,Amazon Bedrock,production,direct_product_cost,26175.953,0.17510112984715295,118851.18,30639.31,0.2578
2026-01-01,Amazon CloudFront,production,direct_product_cost,2170.8548,0.014521692035973446,118851.18,30639.31,0.2578
2026-01-01,Amazon CloudFront,production,shared_platform_cost,2933.74,0.019624927836544726,118851.18,30639.31,0.2578
2026-01-01,Amazon CloudWatch,development,non_production_cost,934.78,0.006253106970299099,118851.18,30639.31,0.2578
2026-01-01,Amazon CloudWatch,production,direct_product_cost,5739.7158,0.03839519124982977,118851.18,30639.31,0.2578
2026-01-01,Amazon CloudWatch,production,shared_platform_cost,2174.72,0.01454754786200909,118851.18,30639.31,0.2578
2026-01-01,Amazon CloudWatch,staging,non_production_cost,436.74,0.0029215237148938027,118851.18,30639.31,0.2578
2026-01-01,Amazon DynamoDB,production,direct_product_cost,5722.1003,0.03827735431939127,118851.18,30639.31,0.2578
2026-01-01,Amazon EC2,development,non_production_cost,3780.15,0.02528689350839357,118851.18,30639.31,0.2578
2026-01-01,Amazon EC2,production,shared_platform_cost,8674.91,0.05802984679573521,118851.18,30639.31,0.2578
2026-01-01,Amazon EC2,staging,non_production_cost,1460.68,0.009771056600886294,118851.18,30639.31,0.2578
2026-01-01,Amazon QuickSight,production,direct_product_cost,11801.5635,0.07894524806080301,118851.18,30639.31,0.2578
2026-01-01,Amazon RDS,development,non_production_cost,2968.5,0.0198574509952426,118851.18,30639.31,0.2578
2026-01-01,Amazon RDS,production,shared_platform_cost,7152.62,0.047846656943773665,118851.18,30639.31,0.2578
2026-01-01,Amazon RDS,staging,non_production_cost,1354.75,0.009062449633082335,118851.18,30639.31,0.2578
2026-01-01,Amazon S3,development,non_production_cost,721.62,0.004827196829101218,118851.18,30639.31,0.2578
2026-01-01,Amazon S3,production,direct_product_cost,16921.6879,0.11319575146742114,118851.18,30639.31,0.2578
2026-01-01,Amazon S3,staging,non_production_cost,311.4,0.0020830757082427303,118851.18,30639.31,0.2578
2026-01-01,Data Transfer,production,direct_product_cost,3400.0634,0.022744346419477156,118851.18,30639.31,0.2578
2026-02-01,AWS Glue,production,direct_product_cost,4007.7239,0.026052940045049766,156217.56,-2387.55,-0.0153
2026-02-01,AWS Lambda,production,direct_product_cost,14451.8222,0.09394670558975363,156217.56,-2387.55,-0.0153
2026-02-01,AWS Step Functions,production,direct_product_cost,933.5689,0.006068834876480154,156217.56,-2387.55,-0.0153
2026-02-01,AWS Support,production,shared_platform_cost,4231.45,0.027507312355929965,156217.56,-2387.55,-0.0153
2026-02-01,Amazon API Gateway,production,direct_product_cost,5565.3278,0.036178428235649845,156217.56,-2387.55,-0.0153
2026-02-01,Amazon Athena,production,direct_product_cost,15342.7662,0.09973844953087113,156217.56,-2387.55,-0.0153
2026-02-01,Amazon Bedrock,production,direct_product_cost,26185.957,0.1702265886487967,156217.56,-2387.55,-0.0153
2026-02-01,Amazon CloudFront,production,direct_product_cost,1889.6913,0.012284282892479731,156217.56,-2387.55,-0.0153
2026-02-01,Amazon CloudFront,production,shared_platform_cost,2968.68,0.019298445697054713,156217.56,-2387.55,-0.0153
2026-02-01,Amazon CloudWatch,development,non_production_cost,912.29,0.005930507506691878,156217.56,-2387.55,-0.0153
2026-02-01,Amazon CloudWatch,production,direct_product_cost,5755.0627,0.037411834552425687,156217.56,-2387.55,-0.0153
2026-02-01,Amazon CloudWatch,production,incident_cost,6200.0,0.040304230608128606,156217.56,-2387.55,-0.0153
2026-02-01,Amazon CloudWatch,production,shared_platform_cost,2352.92,0.01529558552943193,156217.56,-2387.55,-0.0153
2026-02-01,Amazon CloudWatch,staging,non_production_cost,417.61,0.0027147499587517076,156217.56,-2387.55,-0.0153
2026-02-01,Amazon DynamoDB,production,direct_product_cost,5689.3581,0.03698470981848781,156217.56,-2387.55,-0.0153
2026-02-01,Amazon EC2,development,non_production_cost,3568.37,0.023196839899214172,156217.56,-2387.55,-0.0153
2026-02-01,Amazon EC2,production,shared_platform_cost,8484.69,0.05515627458040044,156217.56,-2387.55,-0.0153
2026-02-01,Amazon EC2,staging,non_production_cost,1638.0,0.010648117699373332,156217.56,-2387.55,-0.0153
2026-02-01,Amazon QuickSight,production,direct_product_cost,12050.1061,0.07833391211400278,156217.56,-2387.55,-0.0153
2026-02-01,Amazon RDS,development,non_production_cost,3038.55,0.019752648373278902,156217.56,-2387.55,-0.0153
2026-02-01,Amazon RDS,production,shared_platform_cost,6980.69,0.04537924831675117,156217.56,-2387.55,-0.0153
2026-02-01,Amazon RDS,staging,non_production_cost,1243.97,0.008086653830579636,156217.56,-2387.55,-0.0153
2026-02-01,Amazon S3,development,non_production_cost,674.1,0.004382109976280564,156217.56,-2387.55,-0.0153
2026-02-01,Amazon S3,production,direct_product_cost,15944.1795,0.10364804635893494,156217.56,-2387.55,-0.0153
2026-02-01,Amazon S3,staging,non_production_cost,308.56,0.0020058505478135744,156217.56,-2387.55,-0.0153
2026-02-01,Data Transfer,production,direct_product_cost,2994.5614,0.01946669245738717,156217.56,-2387.55,-0.0153
2026-03-01,AWS Glue,production,direct_product_cost,5645.2622,0.03249578490818986,160752.36,12970.55,0.0807
2026-03-01,AWS Lambda,production,direct_product_cost,17309.197,0.09963681450358235,160752.36,12970.55,0.0807
2026-03-01,AWS Step Functions,production,direct_product_cost,1031.1111,0.005935377903624574,160752.36,12970.55,0.0807
2026-03-01,AWS Support,production,shared_platform_cost,4157.48,0.02393167421702772,160752.36,12970.55,0.0807
2026-03-01,Amazon API Gateway,production,direct_product_cost,6424.9167,0.036983704873130074,160752.36,12970.55,0.0807
2026-03-01,Amazon Athena,production,direct_product_cost,18056.2249,0.10393692618994774,160752.36,12970.55,0.0807
2026-03-01,Amazon Bedrock,production,direct_product_cost,34096.3244,0.19626844327306278,160752.36,12970.55,0.0807
2026-03-01,Amazon CloudFront,production,direct_product_cost,2157.4887,0.012419137721725336,160752.36,12970.55,0.0807
2026-03-01,Amazon CloudFront,production,shared_platform_cost,3107.76,0.017889178027244886,160752.36,12970.55,0.0807
2026-03-01,Amazon CloudWatch,development,non_production_cost,1010.94,0.005819267136092538,160752.36,12970.55,0.0807
2026-03-01,Amazon CloudWatch,production,direct_product_cost,6927.9672,0.03987941108956717,160752.36,12970.55,0.0807
2026-03-01,Amazon CloudWatch,production,shared_platform_cost,2290.95,0.013187380107059962,160752.36,12970.55,0.0807
2026-03-01,Amazon CloudWatch,staging,non_production_cost,508.59,0.0029275932031033527,160752.36,12970.55,0.0807
2026-03-01,Amazon DynamoDB,production,direct_product_cost,6170.0406,0.03551656328954902,160752.36,12970.55,0.0807
2026-03-01,Amazon EC2,development,non_production_cost,3945.09,0.022709095085689864,160752.36,12970.55,0.0807
2026-03-01,Amazon EC2,production,shared_platform_cost,9081.5,0.05227577749067638,160752.36,12970.55,0.0807
2026-03-01,Amazon EC2,staging,non_production_cost,1516.81,0.008731203221453817,160752.36,12970.55,0.0807
2026-03-01,Amazon QuickSight,production,direct_product_cost,14140.0155,0.08139407630817762,160752.36,12970.55,0.0807
2026-03-01,Amazon RDS,development,non_production_cost,3235.12,0.018622299540344323,160752.36,12970.55,0.0807
2026-03-01,Amazon RDS,production,shared_platform_cost,7907.1,0.04551558665380468,160752.36,12970.55,0.0807
2026-03-01,Amazon RDS,staging,non_production_cost,1393.99,0.008024215279879753,160752.36,12970.55,0.0807
2026-03-01,Amazon S3,development,non_production_cost,787.13,0.004530951135411122,160752.36,12970.55,0.0807
2026-03-01,Amazon S3,production,direct_product_cost,18778.4723,0.10809439405050157,160752.36,12970.55,0.0807
2026-03-01,Amazon S3,staging,non_production_cost,349.39,0.0020111913117290556,160752.36,12970.55,0.0807
2026-03-01,Data Transfer,production,direct_product_cost,3694.0358,0.021263953479424405,160752.36,12970.55,0.0807
2026-04-01,AWS Glue,production,direct_product_cost,4994.0619,0.029223374634701295,181540.44,-10647.72,-0.0587
2026-04-01,AWS Lambda,production,direct_product_cost,17678.0515,0.10344531808787617,181540.44,-10647.72,-0.0587
2026-04-01,AWS Step Functions,production,direct_product_cost,1093.1734,0.006396840177109173,181540.44,-10647.72,-0.0587
2026-04-01,AWS Support,production,shared_platform_cost,4226.34,0.024730954406797297,181540.44,-10647.72,-0.0587
2026-04-01,Amazon API Gateway,production,direct_product_cost,6129.3388,0.035866588681131586,181540.44,-10647.72,-0.0587
2026-04-01,Amazon Athena,production,direct_product_cost,16904.2509,0.09891732759053037,181540.44,-10647.72,-0.0587
2026-04-01,Amazon Bedrock,production,direct_product_cost,35901.8441,0.21008410813068626,181540.44,-10647.72,-0.0587
2026-04-01,Amazon CloudFront,production,direct_product_cost,2230.6116,0.013052701339426827,181540.44,-10647.72,-0.0587
2026-04-01,Amazon CloudFront,production,shared_platform_cost,3164.81,0.01851927952227605,181540.44,-10647.72,-0.0587
2026-04-01,Amazon CloudWatch,development,non_production_cost,541.62,0.0031693568254824627,181540.44,-10647.72,-0.0587
2026-04-01,Amazon CloudWatch,production,direct_product_cost,7101.9709,0.04155806644195715,181540.44,-10647.72,-0.0587
2026-04-01,Amazon CloudWatch,production,shared_platform_cost,2609.61,0.015270457636991414,181540.44,-10647.72,-0.0587
2026-04-01,Amazon CloudWatch,staging,non_production_cost,414.57,0.0024259079412508114,181540.44,-10647.72,-0.0587
2026-04-01,Amazon DynamoDB,production,direct_product_cost,6265.1881,0.036661527764237846,181540.44,-10647.72,-0.0587
2026-04-01,Amazon EC2,development,non_production_cost,2349.25,0.013746928699576595,181540.44,-10647.72,-0.0587
2026-04-01,Amazon EC2,production,shared_platform_cost,9394.24,0.05497156431487089,181540.44,-10647.72,-0.0587
2026-04-01,Amazon EC2,staging,non_production_cost,1690.58,0.009892639234193977,181540.44,-10647.72,-0.0587
2026-04-01,Amazon QuickSight,production,direct_product_cost,13257.0507,0.07757528178762244,181540.44,-10647.72,-0.0587
2026-04-01,Amazon RDS,development,non_production_cost,1788.91,0.010468029464705573,181540.44,-10647.72,-0.0587
2026-04-01,Amazon RDS,production,shared_platform_cost,8144.61,0.04765919887447421,181540.44,-10647.72,-0.0587
2026-04-01,Amazon RDS,staging,non_production_cost,1500.1,0.00877802181216765,181540.44,-10647.72,-0.0587
2026-04-01,Amazon S3,development,non_production_cost,400.21,0.002341878614390784,181540.44,-10647.72,-0.0587
2026-04-01,Amazon S3,production,direct_product_cost,19059.6188,0.11152973105659662,181540.44,-10647.72,-0.0587
2026-04-01,Amazon S3,staging,non_production_cost,346.61,0.002028231544773968,181540.44,-10647.72,-0.0587
2026-04-01,Data Transfer,production,direct_product_cost,3706.0966,0.021686685416172496,181540.44,-10647.72,-0.0587
2026-05-01,AWS Glue,production,direct_product_cost,7469.7934000000005,0.040615910149523586,178582.89,5330.1,0.0298
2026-05-01,AWS Lambda,production,direct_product_cost,18278.8943,0.09938881690107236,178582.89,5330.1,0.0298
2026-05-01,AWS Step Functions,production,direct_product_cost,1034.3175,0.005623950274994201,178582.89,5330.1,0.0298
2026-05-01,AWS Support,production,shared_platform_cost,4503.94,0.024489515648296944,178582.89,5330.1,0.0298
2026-05-01,Amazon API Gateway,production,direct_product_cost,6638.0102,0.036093210537097464,178582.89,5330.1,0.0298
2026-05-01,Amazon Athena,production,direct_product_cost,20299.909,0.11037778902794088,178582.89,5330.1,0.0298
2026-05-01,Amazon Bedrock,production,direct_product_cost,36281.1914,0.19727367694266726,178582.89,5330.1,0.0298
2026-05-01,Amazon CloudFront,production,direct_product_cost,2336.4422,0.012704063068833364,178582.89,5330.1,0.0298
2026-05-01,Amazon CloudFront,production,shared_platform_cost,3350.95,0.01822030099460931,178582.89,5330.1,0.0298
2026-05-01,Amazon CloudWatch,development,non_production_cost,660.48,0.0035912634927168586,178582.89,5330.1,0.0298
2026-05-01,Amazon CloudWatch,production,direct_product_cost,7371.5079,0.04008149710444512,178582.89,5330.1,0.0298
2026-05-01,Amazon CloudWatch,production,shared_platform_cost,2475.36,0.01345940830809654,178582.89,5330.1,0.0298
2026-05-01,Amazon CloudWatch,staging,non_production_cost,488.46,0.002655929877744181,178582.89,5330.1,0.0298
2026-05-01,Amazon DynamoDB,production,direct_product_cost,6501.0131,0.03534830882343758,178582.89,5330.1,0.0298
2026-05-01,Amazon EC2,development,non_production_cost,2333.4,0.012687521550850166,178582.89,5330.1,0.0298
2026-05-01,Amazon EC2,production,shared_platform_cost,9975.43,0.05423994304619751,178582.89,5330.1,0.0298
2026-05-01,Amazon EC2,staging,non_production_cost,1863.39,0.010131910852249376,178582.89,5330.1,0.0298
2026-05-01,Amazon QuickSight,production,direct_product_cost,16027.8194,0.08714892605238467,178582.89,5330.1,0.0298
2026-05-01,Amazon RDS,development,non_production_cost,1886.57,0.010257948715259877,178582.89,5330.1,0.0298
2026-05-01,Amazon RDS,production,shared_platform_cost,7955.61,0.04325746692601315,178582.89,5330.1,0.0298
2026-05-01,Amazon RDS,staging,non_production_cost,1378.06,0.007492999892159329,178582.89,5330.1,0.0298
2026-05-01,Amazon S3,development,non_production_cost,492.86,0.0026798542348298675,178582.89,5330.1,0.0298
2026-05-01,Amazon S3,production,direct_product_cost,20030.6105,0.10891351778325002,178582.89,5330.1,0.0298
2026-05-01,Amazon S3,staging,non_production_cost,347.13,0.0018874686534441664,178582.89,5330.1,0.0298
2026-05-01,Data Transfer,production,direct_product_cost,3931.8392,0.021378801141886294,178582.89,5330.1,0.0298
2026-06-01,AWS Glue,production,direct_product_cost,6841.72,0.03841457126452598,192189.07,-14086.86,-0.0733
2026-06-01,AWS Lambda,production,direct_product_cost,16917.3326,0.09498665229918626,192189.07,-14086.86,-0.0733
2026-06-01,AWS Step Functions,production,direct_product_cost,973.4832,0.005465868197064305,192189.07,-14086.86,-0.0733
2026-06-01,AWS Support,production,shared_platform_cost,4876.23,0.02737882942260418,192189.07,-14086.86,-0.0733
2026-06-01,Amazon API Gateway,production,direct_product_cost,5990.6826,0.03363620605065039,192189.07,-14086.86,-0.0733
2026-06-01,Amazon Athena,production,direct_product_cost,19210.9003,0.10786446955298573,192189.07,-14086.86,-0.0733
2026-06-01,Amazon Bedrock,production,direct_product_cost,35602.4241,0.19989883505599865,192189.07,-14086.86,-0.0733
2026-06-01,Amazon CloudFront,production,direct_product_cost,2387.4975,0.013405209926396813,192189.07,-14086.86,-0.0733
2026-06-01,Amazon CloudFront,production,shared_platform_cost,3232.35,0.018148848451396804,192189.07,-14086.86,-0.0733
2026-06-01,Amazon CloudWatch,development,non_production_cost,636.51,0.0035738467454943246,192189.07,-14086.86,-0.0733
2026-06-01,Amazon CloudWatch,production,direct_product_cost,6694.6913,0.03758904135770714,192189.07,-14086.86,-0.0733
2026-06-01,Amazon CloudWatch,production,shared_platform_cost,2502.19,0.014049180041332335,192189.07,-14086.86,-0.0733
2026-06-01,Amazon CloudWatch,staging,non_production_cost,457.39,0.0025681320999224664,192189.07,-14086.86,-0.0733
2026-06-01,Amazon DynamoDB,production,direct_product_cost,6238.9281,0.03503004333876623,192189.07,-14086.86,-0.0733
2026-06-01,Amazon EC2,development,non_production_cost,2287.98,0.01284644369570958,192189.07,-14086.86,-0.0733
2026-06-01,Amazon EC2,production,shared_platform_cost,10446.91,0.05865682440805661,192189.07,-14086.86,-0.0733
2026-06-01,Amazon EC2,staging,non_production_cost,1997.29,0.01121429100298245,192189.07,-14086.86,-0.0733
2026-06-01,Amazon QuickSight,production,direct_product_cost,15143.5326,0.08502720255423671,192189.07,-14086.86,-0.0733
2026-06-01,Amazon RDS,development,non_production_cost,2008.92,0.011279590586099918,192189.07,-14086.86,-0.0733
2026-06-01,Amazon RDS,production,shared_platform_cost,7938.28,0.04457148535423275,192189.07,-14086.86,-0.0733
2026-06-01,Amazon RDS,staging,non_production_cost,1360.16,0.007636963110322793,192189.07,-14086.86,-0.0733
2026-06-01,Amazon S3,development,non_production_cost,413.61,0.0023223181920219754,192189.07,-14086.86,-0.0733
2026-06-01,Amazon S3,production,direct_product_cost,19773.7285,0.11102461115459832,192189.07,-14086.86,-0.0733
2026-06-01,Amazon S3,staging,non_production_cost,347.02,0.001948431756958163,192189.07,-14086.86,-0.0733
2026-06-01,Data Transfer,production,direct_product_cost,3822.4482,0.021462104380749143,192189.07,-14086.86,-0.0733
